AGRUPAMENTO MODAL;GEOGRAFIA/ TIPO LOJA;LOCALIZAÇÃO/ LOJA;DIA DA PRODUÇÃO;HORÁRIO FINAL DE CORTE PARA PRODUÇÃO;DIA ENTREGA (REAL);FREQUÊNCIA DE ENTREGA;ROTA / DESTINO
RODO;SAT 1;094-CAMBE;QUINTA-FEIRA;0;quinta-feira;SEMANAL;094-CAMBE SAT 1
RODO;SAT 1;094-CASCAVEL;SÁBADO;13;terça-feira;SEMANAL;094-CASCAVEL SAT 1
RODO;SAT 1;094-DOURADOS;SEXTA-FEIRA;20;terça-feira;SEMANAL;094-DOURADOS SAT 1
RODO;SAT 1;094-DRACENA;TERÇA-FEIRA;17;quinta-feira;SEMANAL;094-DRACENA SAT 1
RODO;SAT 1;094-FOZ DO IGUACU;SEGUNDA-FEIRA;13;quarta-feira;SEMANAL;094-FOZ DO IGUACU SAT 1
RODO;SAT 1;094-GARCA;TERÇA-FEIRA;17;quarta-feira;SEMANAL;094-GARCA SAT 1
RODO;SAT 1;094-GUAIRA;SEGUNDA-FEIRA;9;quarta-feira;SEMANAL;094-GUAIRA SAT 1
RODO;SAT 1;094-GUARARAPES;SEGUNDA-FEIRA;17;quarta-feira;SEMANAL;094-GUARARAPES SAT 1
RODO;SAT 1;094-GUARARAPES;QUARTA-FEIRA;17;sexta-feira;SEMANAL;094-GUARARAPES SAT 1
RODO;SAT 1;094-GUARARAPES;SEXTA-FEIRA;17;segunda-feira;SEMANAL;094-GUARARAPES SAT 1
RODO;SAT 1;094-IBAITI;TERÇA-FEIRA;20;sexta-feira;SEMANAL;094-IBAITI SAT 1
RODO;SAT 1;094-IBAITI;QUINTA-FEIRA;20;segunda-feira;SEMANAL;094-IBAITI SAT 1
RODO;SAT 1;094-IBAITI;SÁBADO;16;quarta-feira;SEMANAL;094-IBAITI SAT 1
RODO;SAT 1;094-ITAPEVA;SEGUNDA-FEIRA;15;terça-feira;SEMANAL;094-ITAPEVA SAT 1
RODO;SAT 1;094-ITAPEVA;QUARTA-FEIRA;15;quinta-feira;SEMANAL;094-ITAPEVA SAT 1
RODO;SAT 1;094-ITAPEVA;SEXTA-FEIRA;15;terça-feira;SEMANAL;094-ITAPEVA SAT 1
RODO;SAT 1;094-ITARARE;SEGUNDA-FEIRA;15;segunda-feira;PRÓXIMA SEMANA;094-ITARARE SAT 1
RODO;SAT 1;094-ITARARE;QUARTA-FEIRA;15;segunda-feira;SEMANAL;094-ITARARE SAT 1
RODO;SAT 1;094-ITARARE;SEXTA-FEIRA;15;segunda-feira;SEMANAL;094-ITARARE SAT 1
RODO;SAT 1;094-JAGUARIAIVA;SEGUNDA-FEIRA;15;terça-feira;SEMANAL;094-JAGUARIAIVA SAT 1
RODO;SAT 1;094-JAGUARIAIVA;QUARTA-FEIRA;15;quinta-feira;SEMANAL;094-JAGUARIAIVA SAT 1
RODO;SAT 1;094-JAGUARIAIVA;SEXTA-FEIRA;15;terça-feira;SEMANAL;094-JAGUARIAIVA SAT 1
RODO;SAT 1;094-LOANDA;SÁBADO;13;terça-feira;SEMANAL;094-LOANDA SAT 1
RODO;SAT 1;094-LUCELIA;TERÇA-FEIRA;17;quinta-feira;SEMANAL;094-LUCELIA SAT 1
RODO;SAT 1;094-MANDAGUACU;SEXTA-FEIRA;0;sábado;SEMANAL;094-MANDAGUACU SAT 1
RODO;SAT 1;094-MARACAJU;TERÇA-FEIRA;6;quinta-feira;SEMANAL;094-MARACAJU SAT 1
RODO;SAT 1;094-MARILIA;SEXTA-FEIRA;17;segunda-feira;SEMANAL;094-MARILIA SAT 1
RODO;SAT 1;094-MIRANDOPOLI;SEXTA-FEIRA;17;segunda-feira;SEMANAL;094-MIRANDOPOLI SAT 1
RODO;SAT 1;094-NOVA ANDRADINA;SEGUNDA-FEIRA;0;quarta-feira;SEMANAL;094-NOVA ANDRADINA SAT 1
RODO;SAT 1;094-PALOTINA;QUARTA-FEIRA;9;quinta-feira;SEMANAL;094-PALOTINA SAT 1
RODO;SAT 1;094-PALOTINA;SEXTA-FEIRA;9;sábado;SEMANAL;094-PALOTINA SAT 1
RODO;SAT 1;094-PARANAIBA;SÁBADO;0;segunda-feira;SEMANAL;094-PARANAIBA SAT 1
RODO;SAT 1;094-PARANAVAI;SEGUNDA-FEIRA;20;quarta-feira;SEMANAL;094-PARANAVAI SAT 1
RODO;SAT 1;094-PEREIRA BARRETO;TERÇA-FEIRA;10;quarta-feira;SEMANAL;094-PEREIRA BARRETO SAT 1
RODO;SAT 1;094-PRESIDENTE EPITACIO;SÁBADO;13;terça-feira;SEMANAL;094-PRESIDENTE EPITACIO SAT 1
RODO;SAT 1;094-PRESIDENTE VENCESLAU;SÁBADO;13;terça-feira;SEMANAL;094-PRESIDENTE VENCESLAU SAT 1
RODO;SAT 1;094-PRIMAVERA;SEGUNDA-FEIRA;0;sexta-feira;SEMANAL;094-PRIMAVERA SAT 1
RODO;SAT 1;094-PRIMAVERA;QUARTA-FEIRA;0;sexta-feira;SEMANAL;094-PRIMAVERA SAT 1
RODO;SAT 1;094-PRIMAVERA;SEXTA-FEIRA;0;sexta-feira;PRÓXIMA SEMANA;094-PRIMAVERA SAT 1
RODO;SAT 1;094-RANCHARIA;SEGUNDA-FEIRA;18;quarta-feira;SEMANAL;094-RANCHARIA SAT 1
RODO;SAT 1;094-RANCHARIA;QUARTA-FEIRA;18;sexta-feira;SEMANAL;094-RANCHARIA SAT 1
RODO;SAT 1;094-RANCHARIA;SEXTA-FEIRA;18;segunda-feira;SEMANAL;094-RANCHARIA SAT 1
RODO;SAT 1;094-SIQUEIRA CAMPOS;QUINTA-FEIRA;20;segunda-feira;SEMANAL;094-SIQUEIRA CAMPOS SAT 1
RODO;SAT 1;094-TEODORO SAMPAIO;SEXTA-FEIRA;0;segunda-feira;SEMANAL;094-TEODORO SAMPAIO SAT 1
RODO;SAT 1;094-TRES LAGOAS;QUINTA-FEIRA;14;sábado;QUINZENAL;094-TRES LAGOAS SAT 1
RODO;SAT 1;094-TUPA;QUARTA-FEIRA;18;sexta-feira;SEMANAL;094-TUPA SAT 1
RODO;SAT 1;094-VALPARAISO;SEGUNDA-FEIRA;17;quarta-feira;SEMANAL;094-VALPARAISO SAT 1
RODO;SAT 1;094-VALPARAISO;QUARTA-FEIRA;17;sexta-feira;SEMANAL;094-VALPARAISO SAT 1
RODO;SAT 1;094-VALPARAISO;SEXTA-FEIRA;17;segunda-feira;SEMANAL;094-VALPARAISO SAT 1
RODO;SAT 1;095-AQUIDAUANA;SEGUNDA-FEIRA;11;quarta-feira;SEMANAL;095-AQUIDAUANA SAT 1
RODO;SAT 1;095-AQUIDAUANA;QUARTA-FEIRA;11;sexta-feira;SEMANAL;095-AQUIDAUANA SAT 1
RODO;SAT 1;095-AQUIDAUANA;SEXTA-FEIRA;11;segunda-feira;SEMANAL;095-AQUIDAUANA SAT 1
RODO;SAT 1;095-CAMPO GRANDE;SEXTA-FEIRA;11;segunda-feira;SEMANAL;095-CAMPO GRANDE SAT 1
RODO;SAT 1;095-CAMPO GRANDE;SÁBADO;11;segunda-feira;SEMANAL;095-CAMPO GRANDE SAT 1
RODO;SAT 1;095-CORUMBA;TERÇA-FEIRA;11;quinta-feira;SEMANAL;095-CORUMBA SAT 1
RODO;SAT 1;095-CORUMBA;QUINTA-FEIRA;11;sábado;SEMANAL;095-CORUMBA SAT 1
RODO;SAT 1;095-CORUMBA;SÁBADO;11;terça-feira;SEMANAL;095-CORUMBA SAT 1
RODO;SAT 1;095-COXIM;QUARTA-FEIRA;11;sexta-feira;SEMANAL;095-COXIM SAT 1
RODO;SAT 1;095-COXIM;SÁBADO;11;terça-feira;SEMANAL;095-COXIM SAT 1
RODO;SAT 1;095-SIDROLANDIA;SEGUNDA-FEIRA;11;quarta-feira;SEMANAL;095-SIDROLANDIA SAT 1
RODO;SAT 1;095-SIDROLANDIA;QUARTA-FEIRA;11;quarta-feira;PRÓXIMA SEMANA;095-SIDROLANDIA SAT 1
RODO;SAT 1;095-SIDROLANDIA;SEXTA-FEIRA;11;quarta-feira;SEMANAL;095-SIDROLANDIA SAT 1
RODO;SAT 1 - D3;094-POMPEIA;SEGUNDA-FEIRA;17;terça-feira;SEMANAL;094-POMPEIA SAT 1 - D3
RODO;SAT 1 - D3;094-POMPEIA;QUARTA-FEIRA;17;quinta-feira;SEMANAL;094-POMPEIA SAT 1 - D3
RODO;SAT 1 - D3;094-POMPEIA;SEXTA-FEIRA;17;sábado;SEMANAL;094-POMPEIA SAT 1 - D3
RODO;SAT 15;094-NOVA ANDRADINA;SEGUNDA-FEIRA;0;segunda-feira;PRÓXIMA QUINZENA;094-NOVA ANDRADINA SAT 15
RODO;SAT 15;094-NOVA ANDRADINA;QUARTA-FEIRA;0;segunda-feira;QUINZENAL;094-NOVA ANDRADINA SAT 15
RODO;SAT 15;094-NOVA ANDRADINA;SEXTA-FEIRA;0;segunda-feira;QUINZENAL;094-NOVA ANDRADINA SAT 15
RODO;SAT 2;094-ADAMANTINA;TERÇA-FEIRA;17;quinta-feira;SEMANAL;094-ADAMANTINA SAT 2
RODO;SAT 2;094-ANDRADINA;TERÇA-FEIRA;10;quinta-feira;SEMANAL;094-ANDRADINA SAT 2
RODO;SAT 2;094-BIRIGUI;SÁBADO;13;terça-feira;SEMANAL;094-BIRIGUI SAT 2
RODO;SAT 2;094-CAMBE;QUINTA-FEIRA;0;quinta-feira;SEMANAL;094-CAMBE SAT 2
RODO;SAT 2;094-CASCAVEL;TERÇA-FEIRA;13;quinta-feira;SEMANAL;094-CASCAVEL SAT 2
RODO;SAT 2;094-DOURADOS;TERÇA-FEIRA;6;quinta-feira;SEMANAL;094-DOURADOS SAT 2
RODO;SAT 2;094-DRACENA;QUINTA-FEIRA;17;sábado;SEMANAL;094-DRACENA SAT 2
RODO;SAT 2;094-GARCA;TERÇA-FEIRA;17;quarta-feira;SEMANAL;094-GARCA SAT 2
RODO;SAT 2;094-GUARARAPES;QUARTA-FEIRA;17;sexta-feira;SEMANAL;094-GUARARAPES SAT 2
RODO;SAT 2;094-IBAITI;TERÇA-FEIRA;20;sexta-feira;SEMANAL;094-IBAITI SAT 2
RODO;SAT 2;094-ILHA SOLTEIRA;SEGUNDA-FEIRA;17;quarta-feira;SEMANAL;094-ILHA SOLTEIRA SAT 2
RODO;SAT 2;094-JANDAIA DO SUL;SEGUNDA-FEIRA;0;terça-feira;SEMANAL;094-JANDAIA DO SUL SAT 2
RODO;SAT 2;094-LOANDA;SÁBADO;13;quarta-feira;SEMANAL;094-LOANDA SAT 2
RODO;SAT 2;094-MARILIA;SEXTA-FEIRA;17;segunda-feira;SEMANAL;094-MARILIA SAT 2
RODO;SAT 2;094-MARINGA;SEXTA-FEIRA;0;sábado;SEMANAL;094-MARINGA SAT 2
RODO;SAT 2;094-MARINGA;SÁBADO;0;sábado;SEMANAL;094-MARINGA SAT 2
RODO;SAT 2;094-MIRANDOPOLI;QUARTA-FEIRA;17;sexta-feira;SEMANAL;094-MIRANDOPOLI SAT 2
RODO;SAT 2;094-MIRANDOPOLI;SEXTA-FEIRA;17;segunda-feira;SEMANAL;094-MIRANDOPOLI SAT 2
RODO;SAT 2;094-NOVA ANDRADINA;QUARTA-FEIRA;0;sexta-feira;SEMANAL;094-NOVA ANDRADINA SAT 2
RODO;SAT 2;094-PARAGUACU PAULISTA;SEXTA-FEIRA;18;segunda-feira;SEMANAL;094-PARAGUACU PAULISTA SAT 2
RODO;SAT 2;094-PARANAVAI;QUARTA-FEIRA;20;sexta-feira;SEMANAL;094-PARANAVAI SAT 2
RODO;SAT 2;094-PEREIRA BARRETO;TERÇA-FEIRA;10;quarta-feira;SEMANAL;094-PEREIRA BARRETO SAT 2
RODO;SAT 2;094-PRESIDENTE EPITACIO;QUINTA-FEIRA;17;sábado;QUINZENAL;094-PRESIDENTE EPITACIO SAT 2
RODO;SAT 2;094-PRESIDENTE VENCESLAU;QUINTA-FEIRA;17;sábado;SEMANAL;094-PRESIDENTE VENCESLAU SAT 2
RODO;SAT 2;094-RANCHARIA;SEGUNDA-FEIRA;18;quarta-feira;SEMANAL;094-RANCHARIA SAT 2
RODO;SAT 2;094-TEODORO SAMPAIO;SEGUNDA-FEIRA;0;quarta-feira;SEMANAL;094-TEODORO SAMPAIO SAT 2
RODO;SAT 2;094-TRES LAGOAS;QUINTA-FEIRA;14;sábado;QUINZENAL;094-TRES LAGOAS SAT 2
RODO;SAT 2;094-TUPA;QUARTA-FEIRA;18;sexta-feira;SEMANAL;094-TUPA SAT 2
RODO;SAT 2;095-AQUIDAUANA;SEGUNDA-FEIRA;11;sábado;SEMANAL;095-AQUIDAUANA SAT 2
RODO;SAT 2;095-AQUIDAUANA;QUARTA-FEIRA;11;sábado;SEMANAL;095-AQUIDAUANA SAT 2
RODO;SAT 2;095-AQUIDAUANA;SEXTA-FEIRA;11;sábado;SEMANAL;095-AQUIDAUANA SAT 2
RODO;SAT 2;095-CAMPO GRANDE;SEGUNDA-FEIRA;11;terça-feira;SEMANAL;095-CAMPO GRANDE SAT 2
RODO;SAT 2;095-CAMPO GRANDE;SÁBADO;11;terça-feira;SEMANAL;095-CAMPO GRANDE SAT 2
RODO;SAT 2;095-CORUMBA;TERÇA-FEIRA;11;quinta-feira;SEMANAL;095-CORUMBA SAT 2
RODO;SAT 2;095-CORUMBA;QUINTA-FEIRA;11;sábado;SEMANAL;095-CORUMBA SAT 2
RODO;SAT 2;095-CORUMBA;SÁBADO;11;terça-feira;SEMANAL;095-CORUMBA SAT 2
RODO;SAT 2;095-COXIM;QUARTA-FEIRA;11;sexta-feira;SEMANAL;095-COXIM SAT 2
RODO;SAT 2;095-COXIM;SÁBADO;11;terça-feira;SEMANAL;095-COXIM SAT 2
RODO;SAT 2;095-SIDROLANDIA;SEGUNDA-FEIRA;11;segunda-feira;PRÓXIMA SEMANA;095-SIDROLANDIA SAT 2
RODO;SAT 2;095-SIDROLANDIA;QUARTA-FEIRA;11;segunda-feira;SEMANAL;095-SIDROLANDIA SAT 2
RODO;SAT 2;095-SIDROLANDIA;SEXTA-FEIRA;11;segunda-feira;SEMANAL;095-SIDROLANDIA SAT 2
RODO;SAT 2 - D3;094-ITAPEVA;SEGUNDA-FEIRA;15;terça-feira;SEMANAL;094-ITAPEVA SAT 2 - D3
RODO;SAT 2 - D3;094-ITAPEVA;QUARTA-FEIRA;15;quinta-feira;SEMANAL;094-ITAPEVA SAT 2 - D3
RODO;SAT 2 - D3;094-ITAPEVA;SEXTA-FEIRA;15;sábado;SEMANAL;094-ITAPEVA SAT 2 - D3
RODO;SAT 2 - D3;094-POMPEIA;SEGUNDA-FEIRA;17;terça-feira;SEMANAL;094-POMPEIA SAT 2 - D3
RODO;SAT 2 - D3;094-POMPEIA;QUARTA-FEIRA;17;quinta-feira;SEMANAL;094-POMPEIA SAT 2 - D3
RODO;SAT 2 - D3;094-POMPEIA;SEXTA-FEIRA;17;sábado;SEMANAL;094-POMPEIA SAT 2 - D3
RODO;SAT 3;094-ANDRADINA;SÁBADO;6;terça-feira;SEMANAL;094-ANDRADINA SAT 3
RODO;SAT 3;094-BIRIGUI;SÁBADO;13;terça-feira;SEMANAL;094-BIRIGUI SAT 3
RODO;SAT 3;094-CASCAVEL;SÁBADO;13;segunda-feira;SEMANAL;094-CASCAVEL SAT 3
RODO;SAT 3;094-DOURADOS;TERÇA-FEIRA;6;quinta-feira;SEMANAL;094-DOURADOS SAT 3
RODO;SAT 3;094-DRACENA;SÁBADO;13;terça-feira;SEMANAL;094-DRACENA SAT 3
RODO;SAT 3;094-GARCA;TERÇA-FEIRA;17;quarta-feira;SEMANAL;094-GARCA SAT 3
RODO;SAT 3;094-IBAITI;SÁBADO;16;quarta-feira;SEMANAL;094-IBAITI SAT 3
RODO;SAT 3;094-LOANDA;QUARTA-FEIRA;18;sexta-feira;SEMANAL;094-LOANDA SAT 3
RODO;SAT 3;094-MARILIA;SEXTA-FEIRA;17;segunda-feira;SEMANAL;094-MARILIA SAT 3
RODO;SAT 3;094-MIRANDOPOLI;SEGUNDA-FEIRA;17;quarta-feira;SEMANAL;094-MIRANDOPOLI SAT 3
RODO;SAT 3;094-MIRANDOPOLI;QUARTA-FEIRA;17;sexta-feira;SEMANAL;094-MIRANDOPOLI SAT 3
RODO;SAT 3;094-MIRANDOPOLI;SEXTA-FEIRA;17;segunda-feira;SEMANAL;094-MIRANDOPOLI SAT 3
RODO;SAT 3;094-NOVA ANDRADINA;SEGUNDA-FEIRA;0;quarta-feira;QUINZENAL;094-NOVA ANDRADINA SAT 3
RODO;SAT 3;094-PARAGUACU PAULISTA;SEXTA-FEIRA;18;segunda-feira;SEMANAL;094-PARAGUACU PAULISTA SAT 3
RODO;SAT 3;094-PEREIRA BARRETO;TERÇA-FEIRA;10;quarta-feira;SEMANAL;094-PEREIRA BARRETO SAT 3
RODO;SAT 3;094-PRESIDENTE VENCESLAU;TERÇA-FEIRA;17;quinta-feira;SEMANAL;094-PRESIDENTE VENCESLAU SAT 3
RODO;SAT 3;094-RANCHARIA;SEGUNDA-FEIRA;18;quarta-feira;SEMANAL;094-RANCHARIA SAT 3
RODO;SAT 3;094-SIQUEIRA CAMPOS;SÁBADO;16;quarta-feira;SEMANAL;094-SIQUEIRA CAMPOS SAT 3
RODO;SAT 3;094-TUPA;QUARTA-FEIRA;18;sexta-feira;SEMANAL;094-TUPA SAT 3
RODO;SAT 3;095-AQUIDAUANA;SEGUNDA-FEIRA;11;quinta-feira;SEMANAL;095-AQUIDAUANA SAT 3
RODO;SAT 3;095-AQUIDAUANA;QUARTA-FEIRA;11;quinta-feira;PRÓXIMA SEMANA;095-AQUIDAUANA SAT 3
RODO;SAT 3;095-AQUIDAUANA;SEXTA-FEIRA;11;quinta-feira;SEMANAL;095-AQUIDAUANA SAT 3
RODO;SAT 3;095-CAMPO GRANDE;SEGUNDA-FEIRA;11;quarta-feira;SEMANAL;095-CAMPO GRANDE SAT 3
RODO;SAT 3;095-CAMPO GRANDE;TERÇA-FEIRA;11;quarta-feira;SEMANAL;095-CAMPO GRANDE SAT 3
RODO;SAT 3 - D3;094-ITAPEVA;SEGUNDA-FEIRA;15;terça-feira;SEMANAL;094-ITAPEVA SAT 3 - D3
RODO;SAT 3 - D3;094-ITAPEVA;QUARTA-FEIRA;15;quinta-feira;SEMANAL;094-ITAPEVA SAT 3 - D3
RODO;SAT 3 - D3;094-ITAPEVA;SEXTA-FEIRA;15;sábado;SEMANAL;094-ITAPEVA SAT 3 - D3
RODO;SAT 3 - D3;094-POMPEIA;SEGUNDA-FEIRA;17;terça-feira;SEMANAL;094-POMPEIA SAT 3 - D3
RODO;SAT 3 - D3;094-POMPEIA;QUARTA-FEIRA;17;quinta-feira;SEMANAL;094-POMPEIA SAT 3 - D3
RODO;SAT 3 - D3;094-POMPEIA;SEXTA-FEIRA;17;sábado;SEMANAL;094-POMPEIA SAT 3 - D3
RODO;SAT 4;094-BIRIGUI;SÁBADO;13;terça-feira;SEMANAL;094-BIRIGUI SAT 4
RODO;SAT 4;094-IBAITI;SÁBADO;16;quarta-feira;SEMANAL;094-IBAITI SAT 4
RODO;SAT 4;094-LOANDA;SÁBADO;13;quarta-feira;SEMANAL;094-LOANDA SAT 4
RODO;SAT 4;094-TUPA;QUARTA-FEIRA;18;sexta-feira;SEMANAL;094-TUPA SAT 4
RODO;SAT 4;095-AQUIDAUANA;SEGUNDA-FEIRA;11;quarta-feira;SEMANAL;095-AQUIDAUANA SAT 4
RODO;SAT 4;095-AQUIDAUANA;QUARTA-FEIRA;11;quarta-feira;PRÓXIMA SEMANA;095-AQUIDAUANA SAT 4
RODO;SAT 4;095-AQUIDAUANA;SEXTA-FEIRA;11;quarta-feira;SEMANAL;095-AQUIDAUANA SAT 4
RODO;SAT 4;095-CAMPO GRANDE;TERÇA-FEIRA;11;quinta-feira;SEMANAL;095-CAMPO GRANDE SAT 4
RODO;SAT 4;095-CAMPO GRANDE;QUARTA-FEIRA;11;quinta-feira;SEMANAL;095-CAMPO GRANDE SAT 4
RODO;SAT 5;094-BIRIGUI;SÁBADO;13;terça-feira;SEMANAL;094-BIRIGUI SAT 5
RODO;SAT 5;094-DOURADOS;SEXTA-FEIRA;20;terça-feira;SEMANAL;094-DOURADOS SAT 5
RODO;SAT 5;094-IBAITI;SÁBADO;16;quarta-feira;SEMANAL;094-IBAITI SAT 5
RODO;SAT 5;094-LOANDA;SÁBADO;13;terça-feira;SEMANAL;094-LOANDA SAT 5
RODO;SAT 5;094-TUPA;QUARTA-FEIRA;18;sexta-feira;SEMANAL;094-TUPA SAT 5
RODO;SAT 5;095-CAMPO GRANDE;QUARTA-FEIRA;11;sexta-feira;SEMANAL;095-CAMPO GRANDE SAT 5
RODO;SAT 5;095-CAMPO GRANDE;QUINTA-FEIRA;11;sexta-feira;SEMANAL;095-CAMPO GRANDE SAT 5
RODO;SAT 6;094-CASCAVEL;TERÇA-FEIRA;13;quinta-feira;SEMANAL;094-CASCAVEL SAT 6
RODO;SAT 6;094-DOURADOS;TERÇA-FEIRA;6;quinta-feira;SEMANAL;094-DOURADOS SAT 6
RODO;SAT 6;094-IBAITI;SÁBADO;16;quarta-feira;SEMANAL;094-IBAITI SAT 6
RODO;SAT 7;094-DOURADOS;SEGUNDA-FEIRA;6;quarta-feira;QUINZENAL;094-DOURADOS SAT 7
RODO;SAT 8;094-DOURADOS;QUINTA-FEIRA;6;sábado;QUINZENAL;094-DOURADOS SAT 8
RODO;SAT 9;094-DOURADOS;SEGUNDA-FEIRA;6;quarta-feira;QUINZENAL;094-DOURADOS SAT 9
RODO/COURIER;LOCAL;094-ALTONIA;TERÇA-FEIRA;20;quinta-feira;SEMANAL;094-ALTONIA LOCAL
RODO/COURIER;LOCAL;094-ALTONIA;QUINTA-FEIRA;20;sábado;SEMANAL;094-ALTONIA LOCAL
RODO/COURIER;LOCAL;094-ALTONIA;SÁBADO;13;terça-feira;SEMANAL;094-ALTONIA LOCAL
RODO/COURIER;LOCAL;094-ALVARES MACHADO;SEGUNDA-FEIRA;0;terça-feira;SEMANAL;094-ALVARES MACHADO LOCAL
RODO/COURIER;LOCAL;094-ALVARES MACHADO;TERÇA-FEIRA;20;quinta-feira;SEMANAL;094-ALVARES MACHADO LOCAL
RODO/COURIER;LOCAL;094-ALVARES MACHADO;QUINTA-FEIRA;20;sábado;SEMANAL;094-ALVARES MACHADO LOCAL
RODO/COURIER;LOCAL;094-ANDIRA;SEGUNDA-FEIRA;20;quarta-feira;SEMANAL;094-ANDIRA LOCAL
RODO/COURIER;LOCAL;094-ANDIRA;QUARTA-FEIRA;20;sexta-feira;SEMANAL;094-ANDIRA LOCAL
RODO/COURIER;LOCAL;094-ANDIRA;SEXTA-FEIRA;20;segunda-feira;SEMANAL;094-ANDIRA LOCAL
RODO/COURIER;LOCAL;094-ARAPOTI;SEGUNDA-FEIRA;15;quarta-feira;SEMANAL;094-ARAPOTI LOCAL
RODO/COURIER;LOCAL;094-ARAPOTI;QUARTA-FEIRA;15;sexta-feira;SEMANAL;094-ARAPOTI LOCAL
RODO/COURIER;LOCAL;094-ARAPOTI;SEXTA-FEIRA;15;segunda-feira;SEMANAL;094-ARAPOTI LOCAL
RODO/COURIER;LOCAL;094-ASSIS CHATEAUBRIAND;SEGUNDA-FEIRA;9;quarta-feira;SEMANAL;094-ASSIS CHATEAUBRIAND LOCAL
RODO/COURIER;LOCAL;094-ASSIS CHATEAUBRIAND;QUARTA-FEIRA;9;sexta-feira;SEMANAL;094-ASSIS CHATEAUBRIAND LOCAL
RODO/COURIER;LOCAL;094-ASSIS CHATEAUBRIAND;SEXTA-FEIRA;9;segunda-feira;SEMANAL;094-ASSIS CHATEAUBRIAND LOCAL
RODO/COURIER;LOCAL;094-BANDEIRANTES;SEGUNDA-FEIRA;0;terça-feira;SEMANAL;094-BANDEIRANTES LOCAL
RODO/COURIER;LOCAL;094-BANDEIRANTES;TERÇA-FEIRA;0;quarta-feira;SEMANAL;094-BANDEIRANTES LOCAL
RODO/COURIER;LOCAL;094-BANDEIRANTES;SEXTA-FEIRA;0;sábado;SEMANAL;094-BANDEIRANTES LOCAL
RODO/COURIER;LOCAL;094-BASTOS;SEGUNDA-FEIRA;18;terça-feira;SEMANAL;094-BASTOS LOCAL
RODO/COURIER;LOCAL;094-BASTOS;QUARTA-FEIRA;18;sexta-feira;SEMANAL;094-BASTOS LOCAL
RODO/COURIER;LOCAL;094-BASTOS;SEXTA-FEIRA;18;segunda-feira;SEMANAL;094-BASTOS LOCAL
RODO/COURIER;LOCAL;094-CANDIDO MOTA A;TERÇA-FEIRA;18;quinta-feira;SEMANAL;094-CANDIDO MOTA A LOCAL
RODO/COURIER;LOCAL;094-CANDIDO MOTA A;QUINTA-FEIRA;18;sábado;SEMANAL;094-CANDIDO MOTA A LOCAL
RODO/COURIER;LOCAL;094-CANDIDO MOTA A;SÁBADO;16;terça-feira;SEMANAL;094-CANDIDO MOTA A LOCAL
RODO/COURIER;LOCAL;094-CANDIDO MOTA B;TERÇA-FEIRA;18;quinta-feira;SEMANAL;094-CANDIDO MOTA B LOCAL
RODO/COURIER;LOCAL;094-CANDIDO MOTA B;QUINTA-FEIRA;18;sábado;SEMANAL;094-CANDIDO MOTA B LOCAL
RODO/COURIER;LOCAL;094-CANDIDO MOTA B;SÁBADO;16;terça-feira;SEMANAL;094-CANDIDO MOTA B LOCAL
RODO/COURIER;LOCAL;094-CANDIDO MOTA C;TERÇA-FEIRA;18;quinta-feira;SEMANAL;094-CANDIDO MOTA C LOCAL
RODO/COURIER;LOCAL;094-CANDIDO MOTA C;QUINTA-FEIRA;18;sábado;SEMANAL;094-CANDIDO MOTA C LOCAL
RODO/COURIER;LOCAL;094-CANDIDO MOTA C;SÁBADO;16;terça-feira;SEMANAL;094-CANDIDO MOTA C LOCAL
RODO/COURIER;LOCAL;094-CANDIDO MOTA D;TERÇA-FEIRA;18;quinta-feira;SEMANAL;094-CANDIDO MOTA D LOCAL
RODO/COURIER;LOCAL;094-CANDIDO MOTA D;QUINTA-FEIRA;18;sábado;SEMANAL;094-CANDIDO MOTA D LOCAL
RODO/COURIER;LOCAL;094-CANDIDO MOTA D;SÁBADO;16;terça-feira;SEMANAL;094-CANDIDO MOTA D LOCAL
RODO/COURIER;LOCAL;094-CANDIDO MOTA E;TERÇA-FEIRA;18;quinta-feira;SEMANAL;094-CANDIDO MOTA E LOCAL
RODO/COURIER;LOCAL;094-CANDIDO MOTA E;QUINTA-FEIRA;18;sábado;SEMANAL;094-CANDIDO MOTA E LOCAL
RODO/COURIER;LOCAL;094-CANDIDO MOTA E;SÁBADO;16;terça-feira;SEMANAL;094-CANDIDO MOTA E LOCAL
RODO/COURIER;LOCAL;094-GOIOERE;SEGUNDA-FEIRA;17;quarta-feira;SEMANAL;094-GOIOERE LOCAL
RODO/COURIER;LOCAL;094-GOIOERE;QUARTA-FEIRA;17;sexta-feira;SEMANAL;094-GOIOERE LOCAL
RODO/COURIER;LOCAL;094-GOIOERE;SEXTA-FEIRA;17;segunda-feira;SEMANAL;094-GOIOERE LOCAL
RODO/COURIER;LOCAL;094-GUAIRA;SEGUNDA-FEIRA;9;quarta-feira;SEMANAL;094-GUAIRA LOCAL
RODO/COURIER;LOCAL;094-GUAIRA;QUARTA-FEIRA;9;sexta-feira;SEMANAL;094-GUAIRA LOCAL
RODO/COURIER;LOCAL;094-GUAIRA;SEXTA-FEIRA;9;segunda-feira;SEMANAL;094-GUAIRA LOCAL
RODO/COURIER;LOCAL;094-IBAITI;TERÇA-FEIRA;20;quinta-feira;SEMANAL;094-IBAITI LOCAL
