AGRUPAMENTO MODAL;GEOGRAFIA/ TIPO LOJA;LOCALIZAÇÃO/ LOJA;DIA DA PRODUÇÃO;HORÁRIO FINAL DE CORTE PARA PRODUÇÃO;DIA ENTREGA (REAL);FREQUÊNCIA DE ENTREGA;ROTA / DESTINO
DESTINO LOJA;Convencional;1013 - MARACAJU;TERÇA-FEIRA;6;quinta-feira;SEMANAL;1013
DESTINO LOJA;Convencional;1013 - MARACAJU;QUINTA-FEIRA;6;sábado;SEMANAL;1013
DESTINO LOJA;Convencional;1013 - MARACAJU;SEXTA-FEIRA;20;segunda-feira;SEMANAL;1013
DESTINO LOJA;Convencional;105 - SANTO ANTONIO DA PLATINA;TERÇA-FEIRA;20;quarta-feira;SEMANAL;105
DESTINO LOJA;Convencional;105 - SANTO ANTONIO DA PLATINA;QUINTA-FEIRA;20;sexta-feira;SEMANAL;105
DESTINO LOJA;Convencional;105 - SANTO ANTONIO DA PLATINA;SÁBADO;16;segunda-feira;SEMANAL;105
DESTINO LOJA;Convencional;1062 - PARANAIBA;TERÇA-FEIRA;6;quarta-feira;SEMANAL;1062
DESTINO LOJA;Convencional;1062 - PARANAIBA;QUINTA-FEIRA;6;sexta-feira;SEMANAL;1062
DESTINO LOJA;Convencional;1189 - SANTA CRUZ DO RIO PARDO;SEGUNDA-FEIRA;18;terça-feira;SEMANAL;1189
DESTINO LOJA;Convencional;1189 - SANTA CRUZ DO RIO PARDO;QUARTA-FEIRA;18;quinta-feira;SEMANAL;1189
DESTINO LOJA;Convencional;1189 - SANTA CRUZ DO RIO PARDO;SEXTA-FEIRA;18;sábado;SEMANAL;1189
DESTINO LOJA;Convencional;141 - DOURADOS;TERÇA-FEIRA;6;quarta-feira;SEMANAL;141
DESTINO LOJA;Convencional;141 - DOURADOS;QUARTA-FEIRA;6;quinta-feira;SEMANAL;141
DESTINO LOJA;Convencional;141 - DOURADOS;QUINTA-FEIRA;6;sexta-feira;SEMANAL;141
DESTINO LOJA;Convencional;141 - DOURADOS;SEXTA-FEIRA;20;sábado;SEMANAL;141
DESTINO LOJA;Convencional;158 - ARAPONGAS;QUARTA-FEIRA;0;quarta-feira;SEMANAL;158
DESTINO LOJA;Convencional;158 - ARAPONGAS;SEXTA-FEIRA;0;sexta-feira;SEMANAL;158
DESTINO LOJA;Convencional;178 - ASSIS;TERÇA-FEIRA;18;quarta-feira;SEMANAL;178
DESTINO LOJA;Convencional;178 - ASSIS;QUINTA-FEIRA;18;sexta-feira;SEMANAL;178
DESTINO LOJA;Convencional;178 - ASSIS;SÁBADO;16;segunda-feira;SEMANAL;178
DESTINO LOJA;Convencional;179 - BIRIGUI;TERÇA-FEIRA;17;quarta-feira;SEMANAL;179
DESTINO LOJA;Convencional;179 - BIRIGUI;QUINTA-FEIRA;17;sexta-feira;SEMANAL;179
DESTINO LOJA;Convencional;179 - BIRIGUI;SÁBADO;13;segunda-feira;SEMANAL;179
DESTINO LOJA;Convencional;1808 - CASCAVEL;TERÇA-FEIRA;13;quarta-feira;SEMANAL;1808
DESTINO LOJA;Convencional;1808 - CASCAVEL;QUINTA-FEIRA;13;sexta-feira;SEMANAL;1808
DESTINO LOJA;Convencional;1808 - CASCAVEL;SÁBADO;13;segunda-feira;SEMANAL;1808
DESTINO LOJA;Convencional;182 - LONDRINA;TERÇA-FEIRA;0;terça-feira;SEMANAL;182
DESTINO LOJA;Convencional;182 - LONDRINA;SEXTA-FEIRA;0;sexta-feira;SEMANAL;182
DESTINO LOJA;Convencional;184 - PARAGUACU PAULISTA;QUARTA-FEIRA;18;quinta-feira;SEMANAL;184
DESTINO LOJA;Convencional;184 - PARAGUACU PAULISTA;SEXTA-FEIRA;18;sábado;SEMANAL;184
DESTINO LOJA;Convencional;185 - TUPA;QUARTA-FEIRA;18;quinta-feira;SEMANAL;185
DESTINO LOJA;Convencional;185 - TUPA;SEXTA-FEIRA;18;sábado;SEMANAL;185
DESTINO LOJA;Convencional;187 - DRACENA;TERÇA-FEIRA;17;quarta-feira;SEMANAL;187
DESTINO LOJA;Convencional;187 - DRACENA;QUINTA-FEIRA;17;sexta-feira;SEMANAL;187
DESTINO LOJA;Convencional;187 - DRACENA;SÁBADO;13;segunda-feira;SEMANAL;187
DESTINO LOJA;Convencional;189 - PRESIDENTE EPITACIO;TERÇA-FEIRA;17;quarta-feira;SEMANAL;189
DESTINO LOJA;Convencional;189 - PRESIDENTE EPITACIO;QUINTA-FEIRA;17;sexta-feira;SEMANAL;189
DESTINO LOJA;Convencional;189 - PRESIDENTE EPITACIO;SÁBADO;13;segunda-feira;SEMANAL;189
DESTINO LOJA;Convencional;190 - PRESIDENTE VENCESLAU;TERÇA-FEIRA;17;quarta-feira;SEMANAL;190
DESTINO LOJA;Convencional;190 - PRESIDENTE VENCESLAU;QUINTA-FEIRA;17;sexta-feira;SEMANAL;190
DESTINO LOJA;Convencional;190 - PRESIDENTE VENCESLAU;SÁBADO;13;segunda-feira;SEMANAL;190
DESTINO LOJA;Convencional;191 - OSVALDO CRUZ;TERÇA-FEIRA;17;quarta-feira;SEMANAL;191
DESTINO LOJA;Convencional;191 - OSVALDO CRUZ;QUINTA-FEIRA;17;sexta-feira;SEMANAL;191
DESTINO LOJA;Convencional;191 - OSVALDO CRUZ;SÁBADO;13;segunda-feira;SEMANAL;191
DESTINO LOJA;Convencional;193 - ANDRADINA;TERÇA-FEIRA;10;quarta-feira;SEMANAL;193
DESTINO LOJA;Convencional;193 - ANDRADINA;QUINTA-FEIRA;14;sexta-feira;SEMANAL;193
DESTINO LOJA;Convencional;193 - ANDRADINA;SÁBADO;6;segunda-feira;SEMANAL;193
DESTINO LOJA;Convencional;198 - NOVA ANDRADINA;SEGUNDA-FEIRA;0;terça-feira;SEMANAL;198
DESTINO LOJA;Convencional;198 - NOVA ANDRADINA;QUARTA-FEIRA;0;quinta-feira;SEMANAL;198
DESTINO LOJA;Convencional;198 - NOVA ANDRADINA;SEXTA-FEIRA;0;sábado;SEMANAL;198
DESTINO LOJA;Convencional;206 - MARILIA;TERÇA-FEIRA;17;quarta-feira;SEMANAL;206
DESTINO LOJA;Convencional;206 - MARILIA;QUINTA-FEIRA;17;sexta-feira;SEMANAL;206
DESTINO LOJA;Convencional;271 - LONDRINA;SEXTA-FEIRA;0;sexta-feira;SEMANAL;271
DESTINO LOJA;Convencional;35 - ARACATUBA;SEGUNDA-FEIRA;13;terça-feira;SEMANAL;35
DESTINO LOJA;Convencional;35 - ARACATUBA;QUARTA-FEIRA;13;quinta-feira;SEMANAL;35
DESTINO LOJA;Convencional;35 - ARACATUBA;SEXTA-FEIRA;13;sábado;SEMANAL;35
DESTINO LOJA;Convencional;392 - NAVIRAI;TERÇA-FEIRA;6;quarta-feira;SEMANAL;392
DESTINO LOJA;Convencional;392 - NAVIRAI;QUINTA-FEIRA;6;sexta-feira;SEMANAL;392
DESTINO LOJA;Convencional;392 - NAVIRAI;SÁBADO;6;segunda-feira;SEMANAL;392
DESTINO LOJA;Convencional;478 - PONTA PORA;TERÇA-FEIRA;6;quinta-feira;SEMANAL;478
DESTINO LOJA;Convencional;478 - PONTA PORA;QUINTA-FEIRA;6;sábado;SEMANAL;478
DESTINO LOJA;Convencional;478 - PONTA PORA;SÁBADO;6;terça-feira;SEMANAL;478
DESTINO LOJA;Convencional;491 - ITARARE;SEGUNDA-FEIRA;15;terça-feira;SEMANAL;491
DESTINO LOJA;Convencional;491 - ITARARE;QUARTA-FEIRA;15;quinta-feira;SEMANAL;491
DESTINO LOJA;Convencional;52 - MARILIA;SEGUNDA-FEIRA;17;terça-feira;SEMANAL;52
DESTINO LOJA;Convencional;52 - MARILIA;QUARTA-FEIRA;17;quinta-feira;SEMANAL;52
DESTINO LOJA;Convencional;58 - PRESIDENTE PRUDENTE;SEGUNDA-FEIRA;0;segunda-feira;SEMANAL;58
DESTINO LOJA;Convencional;58 - PRESIDENTE PRUDENTE;QUINTA-FEIRA;20;sexta-feira;SEMANAL;58
DESTINO LOJA;Convencional;65 - PARANAVAI;SEGUNDA-FEIRA;20;terça-feira;SEMANAL;65
DESTINO LOJA;Convencional;65 - PARANAVAI;QUARTA-FEIRA;20;quinta-feira;SEMANAL;65
DESTINO LOJA;Convencional;65 - PARANAVAI;SÁBADO;13;segunda-feira;SEMANAL;65
DESTINO LOJA;Convencional;67 - MARINGA;QUARTA-FEIRA;0;quarta-feira;SEMANAL;67
DESTINO LOJA;Convencional;67 - MARINGA;SEXTA-FEIRA;0;sexta-feira;SEMANAL;67
DESTINO LOJA;Convencional;68 - CASCAVEL;SEGUNDA-FEIRA;13;terça-feira;SEMANAL;68
DESTINO LOJA;Convencional;68 - CASCAVEL;QUARTA-FEIRA;13;quinta-feira;SEMANAL;68
DESTINO LOJA;Convencional;68 - CASCAVEL;QUINTA-FEIRA;13;sexta-feira;SEMANAL;68
DESTINO LOJA;Convencional;69 - TOLEDO;SEGUNDA-FEIRA;12;terça-feira;SEMANAL;69
DESTINO LOJA;Convencional;69 - TOLEDO;QUARTA-FEIRA;12;quinta-feira;SEMANAL;69
DESTINO LOJA;Convencional;69 - TOLEDO;SEXTA-FEIRA;12;sábado;SEMANAL;69
DESTINO LOJA;Convencional;70 - APUCARANA;QUINTA-FEIRA;0;quinta-feira;SEMANAL;70
DESTINO LOJA;Convencional;70 - APUCARANA;SÁBADO;0;sábado;SEMANAL;70
DESTINO LOJA;Convencional;71 - CIANORTE;SEGUNDA-FEIRA;20;terça-feira;SEMANAL;71
DESTINO LOJA;Convencional;71 - CIANORTE;QUARTA-FEIRA;20;quinta-feira;SEMANAL;71
DESTINO LOJA;Convencional;71 - CIANORTE;SÁBADO;16;segunda-feira;SEMANAL;71
DESTINO LOJA;Convencional;72 - CORNELIO PROCOPIO;SEGUNDA-FEIRA;0;segunda-feira;SEMANAL;72
DESTINO LOJA;Convencional;72 - CORNELIO PROCOPIO;TERÇA-FEIRA;0;terça-feira;SEMANAL;72
DESTINO LOJA;Convencional;72 - CORNELIO PROCOPIO;SEXTA-FEIRA;0;sexta-feira;SEMANAL;72
DESTINO LOJA;Convencional;74 - LOANDA;QUARTA-FEIRA;18;quinta-feira;SEMANAL;74
DESTINO LOJA;Convencional;74 - LOANDA;SÁBADO;13;segunda-feira;SEMANAL;74
DESTINO LOJA;Convencional;76 - UMUARAMA;TERÇA-FEIRA;20;quarta-feira;SEMANAL;76
DESTINO LOJA;Convencional;76 - UMUARAMA;QUINTA-FEIRA;20;sexta-feira;SEMANAL;76
DESTINO LOJA;Convencional;76 - UMUARAMA;SÁBADO;13;segunda-feira;SEMANAL;76
DESTINO LOJA;Convencional;77 - PRIMAVERA (ROSANA);SEGUNDA-FEIRA;0;terça-feira;SEMANAL;77
DESTINO LOJA;Convencional;77 - PRIMAVERA (ROSANA);QUARTA-FEIRA;0;quinta-feira;SEMANAL;77
DESTINO LOJA;Convencional;77 - PRIMAVERA (ROSANA);SEXTA-FEIRA;0;sábado;SEMANAL;77
DESTINO LOJA;Convencional;78 - LONDRINA;TERÇA-FEIRA;0;terça-feira;SEMANAL;78
DESTINO LOJA;Convencional;78 - LONDRINA;SEXTA-FEIRA;0;sexta-feira;SEMANAL;78
DESTINO LOJA;Convencional;81 - DOURADOS;SEGUNDA-FEIRA;6;terça-feira;SEMANAL;81
DESTINO LOJA;Convencional;81 - DOURADOS;TERÇA-FEIRA;6;quarta-feira;SEMANAL;81
DESTINO LOJA;Convencional;81 - DOURADOS;QUINTA-FEIRA;6;sexta-feira;SEMANAL;81
DESTINO LOJA;Convencional;81 - DOURADOS;SEXTA-FEIRA;20;sábado;SEMANAL;81
DESTINO LOJA;Convencional;84 - CAMPO MOURAO;SEGUNDA-FEIRA;17;terça-feira;SEMANAL;84
DESTINO LOJA;Convencional;84 - CAMPO MOURAO;QUARTA-FEIRA;17;quinta-feira;SEMANAL;84
DESTINO LOJA;Convencional;84 - CAMPO MOURAO;SEXTA-FEIRA;17;sábado;SEMANAL;84
DESTINO LOJA;Convencional;85 - FOZ DO IGUACU;TERÇA-FEIRA;13;quarta-feira;SEMANAL;85
DESTINO LOJA;Convencional;85 - FOZ DO IGUACU;QUINTA-FEIRA;13;sexta-feira;SEMANAL;85
DESTINO LOJA;Convencional;85 - FOZ DO IGUACU;SÁBADO;13;segunda-feira;SEMANAL;85
DESTINO LOJA;Convencional;89 - OURINHOS;SEGUNDA-FEIRA;6;terça-feira;SEMANAL;89
DESTINO LOJA;Convencional;89 - OURINHOS;QUARTA-FEIRA;18;quinta-feira;SEMANAL;89
DESTINO LOJA;Convencional;911 - CASCAVEL;SEGUNDA-FEIRA;13;terça-feira;SEMANAL;911
DESTINO LOJA;Convencional;911 - CASCAVEL;QUARTA-FEIRA;13;quinta-feira;SEMANAL;911
DESTINO LOJA;Convencional;911 - CASCAVEL;QUINTA-FEIRA;13;sexta-feira;SEMANAL;911
DESTINO LOJA;Convencional;928 - ITAPEVA;SEGUNDA-FEIRA;15;terça-feira;SEMANAL;928
DESTINO LOJA;Convencional;928 - ITAPEVA;QUARTA-FEIRA;15;quinta-feira;SEMANAL;928
DESTINO LOJA;Convencional;932 - MARECHAL CANDIDO RONDON;SEGUNDA-FEIRA;12;terça-feira;SEMANAL;932
DESTINO LOJA;Convencional;932 - MARECHAL CANDIDO RONDON;QUARTA-FEIRA;12;quinta-feira;SEMANAL;932
DESTINO LOJA;Convencional;932 - MARECHAL CANDIDO RONDON;SEXTA-FEIRA;12;sábado;SEMANAL;932
DESTINO LOJA;Convencional;940 - MARINGA;QUARTA-FEIRA;0;quarta-feira;SEMANAL;940
DESTINO LOJA;Convencional;940 - MARINGA;SEXTA-FEIRA;0;sexta-feira;SEMANAL;940
DESTINO LOJA;Convencional;953 - PARANAVAI;SEGUNDA-FEIRA;20;terça-feira;SEMANAL;953
DESTINO LOJA;Convencional;953 - PARANAVAI;QUARTA-FEIRA;20;quinta-feira;SEMANAL;953
DESTINO LOJA;Convencional;953 - PARANAVAI;SÁBADO;13;segunda-feira;SEMANAL;953
DESTINO LOJA;Convencional;967 - SARANDI;TERÇA-FEIRA;0;terça-feira;SEMANAL;967
DESTINO LOJA;Convencional;967 - SARANDI;QUINTA-FEIRA;0;quinta-feira;SEMANAL;967
DESTINO LOJA;Shopping;120 - PRESIDENTE PRUDENTE;SEGUNDA-FEIRA;0;segunda-feira;SEMANAL;120
DESTINO LOJA;Shopping;120 - PRESIDENTE PRUDENTE;QUINTA-FEIRA;20;sexta-feira;SEMANAL;120
DESTINO LOJA;Shopping;298 - MARINGA;TERÇA-FEIRA;0;terça-feira;SEMANAL;298
DESTINO LOJA;Shopping;298 - MARINGA;QUINTA-FEIRA;0;quinta-feira;SEMANAL;298
DESTINO LOJA;Shopping;75 - LONDRINA;TERÇA-FEIRA;0;terça-feira;SEMANAL;75
DESTINO LOJA;Shopping;75 - LONDRINA;SEXTA-FEIRA;0;sexta-feira;SEMANAL;75
DESTINO LOJA;Shopping;975 - LONDRINA;TERÇA-FEIRA;0;terça-feira;SEMANAL;975
DESTINO LOJA;Shopping;975 - LONDRINA;SEXTA-FEIRA;0;sexta-feira;SEMANAL;975
DESTINO LOJA;Shopping;980 - LONDRINA;SEXTA-FEIRA;0;sexta-feira;SEMANAL;980
DESTINO LOJA;Virtual;1003 - PIRAJU;SEGUNDA-FEIRA;18;quarta-feira;SEMANAL;1003
DESTINO LOJA;Virtual;1003 - PIRAJU;QUARTA-FEIRA;18;sexta-feira;SEMANAL;1003
DESTINO LOJA;Virtual;1003 - PIRAJU;SEXTA-FEIRA;18;segunda-feira;SEMANAL;1003
DESTINO LOJA;Virtual;1021 - TEODORO SAMPAIO;SEGUNDA-FEIRA;0;quarta-feira;SEMANAL;1021
DESTINO LOJA;Virtual;1021 - TEODORO SAMPAIO;QUARTA-FEIRA;0;sexta-feira;SEMANAL;1021
DESTINO LOJA;Virtual;1021 - TEODORO SAMPAIO;SEXTA-FEIRA;0;segunda-feira;SEMANAL;1021
DESTINO LOJA;Virtual;1023 - UBIRATA;SEGUNDA-FEIRA;13;terça-feira;SEMANAL;1023
DESTINO LOJA;Virtual;1023 - UBIRATA;QUARTA-FEIRA;13;quinta-feira;SEMANAL;1023
DESTINO LOJA;Virtual;1023 - UBIRATA;QUINTA-FEIRA;13;sexta-feira;SEMANAL;1023
DESTINO LOJA;Virtual;1024 - JAGUARIAIVA;QUARTA-FEIRA;15;sexta-feira;SEMANAL;1024
DESTINO LOJA;Virtual;1024 - JAGUARIAIVA;SEXTA-FEIRA;15;segunda-feira;SEMANAL;1024
DESTINO LOJA;Virtual;1031 - MARTINOPOLIS;SEGUNDA-FEIRA;20;quarta-feira;SEMANAL;1031
DESTINO LOJA;Virtual;1031 - MARTINOPOLIS;QUARTA-FEIRA;20;sexta-feira;SEMANAL;1031
DESTINO LOJA;Virtual;1031 - MARTINOPOLIS;SEXTA-FEIRA;20;segunda-feira;SEMANAL;1031
DESTINO LOJA;Virtual;1096 - ALTONIA;TERÇA-FEIRA;20;quinta-feira;SEMANAL;1096
DESTINO LOJA;Virtual;1096 - ALTONIA;QUINTA-FEIRA;20;sábado;SEMANAL;1096
DESTINO LOJA;Virtual;1096 - ALTONIA;SÁBADO;13;terça-feira;SEMANAL;1096
DESTINO LOJA;Virtual;1176 - VALPARAISO;SEGUNDA-FEIRA;17;terça-feira;SEMANAL;1176
DESTINO LOJA;Virtual;1176 - VALPARAISO;QUARTA-FEIRA;17;quinta-feira;SEMANAL;1176
DESTINO LOJA;Virtual;1176 - VALPARAISO;SEXTA-FEIRA;17;sábado;SEMANAL;1176
DESTINO LOJA;Virtual;150 - GARCA;TERÇA-FEIRA;17;quarta-feira;SEMANAL;150
DESTINO LOJA;Virtual;150 - GARCA;QUINTA-FEIRA;17;sexta-feira;SEMANAL;150
DESTINO LOJA;Virtual;150 - GARCA;SEXTA-FEIRA;17;sábado;SEMANAL;150
DESTINO LOJA;Virtual;1513 - SANTO ANASTACIO;SEGUNDA-FEIRA;0;terça-feira;SEMANAL;1513
DESTINO LOJA;Virtual;1513 - SANTO ANASTACIO;TERÇA-FEIRA;20;quinta-feira;SEMANAL;1513
DESTINO LOJA;Virtual;1513 - SANTO ANASTACIO;QUINTA-FEIRA;20;sábado;SEMANAL;1513
DESTINO LOJA;Virtual;1540 - TAQUARITUBA;SEGUNDA-FEIRA;18;quarta-feira;SEMANAL;1540
DESTINO LOJA;Virtual;1540 - TAQUARITUBA;QUARTA-FEIRA;18;sexta-feira;SEMANAL;1540
DESTINO LOJA;Virtual;1540 - TAQUARITUBA;SEXTA-FEIRA;18;segunda-feira;SEMANAL;1540
DESTINO LOJA;Virtual;1549 - PALMITAL;TERÇA-FEIRA;18;quinta-feira;SEMANAL;1549
DESTINO LOJA;Virtual;1549 - PALMITAL;QUINTA-FEIRA;18;sábado;SEMANAL;1549
DESTINO LOJA;Virtual;1549 - PALMITAL;SÁBADO;16;terça-feira;SEMANAL;1549
DESTINO LOJA;Virtual;1561 - ALVARES MACHADO;SEGUNDA-FEIRA;0;terça-feira;SEMANAL;1561
DESTINO LOJA;Virtual;1561 - ALVARES MACHADO;TERÇA-FEIRA;20;quinta-feira;SEMANAL;1561
DESTINO LOJA;Virtual;1561 - ALVARES MACHADO;QUINTA-FEIRA;20;sábado;SEMANAL;1561
DESTINO LOJA;Virtual;183 - IBIPORA;SEGUNDA-FEIRA;0;segunda-feira;SEMANAL;183
DESTINO LOJA;Virtual;183 - IBIPORA;TERÇA-FEIRA;0;terça-feira;SEMANAL;183
DESTINO LOJA;Virtual;183 - IBIPORA;QUINTA-FEIRA;0;quinta-feira;SEMANAL;183
DESTINO LOJA;Virtual;1833 - SIQUEIRA CAMPOS;TERÇA-FEIRA;20;quinta-feira;SEMANAL;1833
DESTINO LOJA;Virtual;1833 - SIQUEIRA CAMPOS;QUINTA-FEIRA;20;sábado;SEMANAL;1833
DESTINO LOJA;Virtual;1833 - SIQUEIRA CAMPOS;SÁBADO;16;terça-feira;SEMANAL;1833
DESTINO LOJA;Virtual;1845 - TERRA ROXA;SEGUNDA-FEIRA;9;quarta-feira;SEMANAL;1845
DESTINO LOJA;Virtual;1845 - TERRA ROXA;QUARTA-FEIRA;9;sexta-feira;SEMANAL;1845
DESTINO LOJA;Virtual;1845 - TERRA ROXA;SEXTA-FEIRA;0;segunda-feira;SEMANAL;1845
DESTINO LOJA;Virtual;1848 - CAMBE;TERÇA-FEIRA;0;terça-feira;SEMANAL;1848
DESTINO LOJA;Virtual;1848 - CAMBE;QUINTA-FEIRA;0;quinta-feira;SEMANAL;1848
DESTINO LOJA;Virtual;1848 - CAMBE;SÁBADO;0;sábado;SEMANAL;1848
DESTINO LOJA;Virtual;266 - PEREIRA BARRETO;TERÇA-FEIRA;10;quinta-feira;SEMANAL;266
DESTINO LOJA;Virtual;266 - PEREIRA BARRETO;QUINTA-FEIRA;14;sábado;SEMANAL;266
DESTINO LOJA;Virtual;266 - PEREIRA BARRETO;SÁBADO;6;terça-feira;SEMANAL;266
DESTINO LOJA;Virtual;602 - GUARARAPES;SEGUNDA-FEIRA;17;terça-feira;SEMANAL;602
DESTINO LOJA;Virtual;602 - GUARARAPES;QUARTA-FEIRA;17;quinta-feira;SEMANAL;602
DESTINO LOJA;Virtual;602 - GUARARAPES;SEXTA-FEIRA;17;sábado;SEMANAL;602
DESTINO LOJA;Virtual;603 - RANCHARIA;QUARTA-FEIRA;18;sexta-feira;SEMANAL;603
DESTINO LOJA;Virtual;603 - RANCHARIA;SEXTA-FEIRA;18;segunda-feira;SEMANAL;603
DESTINO LOJA;Virtual;604 - POMPEIA;SEGUNDA-FEIRA;17;terça-feira;SEMANAL;604
DESTINO LOJA;Virtual;604 - POMPEIA;QUARTA-FEIRA;17;quinta-feira;SEMANAL;604
DESTINO LOJA;Virtual;604 - POMPEIA;SEXTA-FEIRA;17;sábado;SEMANAL;604
DESTINO LOJA;Virtual;606 - BASTOS;QUARTA-FEIRA;18;sexta-feira;SEMANAL;606
DESTINO LOJA;Virtual;606 - BASTOS;SEXTA-FEIRA;18;segunda-feira;SEMANAL;606
DESTINO LOJA;Virtual;607 - ILHA SOLTEIRA;SEGUNDA-FEIRA;17;quarta-feira;SEMANAL;607
DESTINO LOJA;Virtual;607 - ILHA SOLTEIRA;QUARTA-FEIRA;17;sexta-feira;SEMANAL;607
DESTINO LOJA;Virtual;607 - ILHA SOLTEIRA;SEXTA-FEIRA;17;segunda-feira;SEMANAL;607
DESTINO LOJA;Virtual;608 - APARECIDA DO TABOADO;TERÇA-FEIRA;6;quinta-feira;SEMANAL;608
DESTINO LOJA;Virtual;608 - APARECIDA DO TABOADO;QUINTA-FEIRA;6;sábado;SEMANAL;608
DESTINO LOJA;Virtual;608 - APARECIDA DO TABOADO;SÁBADO;0;segunda-feira;SEMANAL;608
DESTINO LOJA;Virtual;610 - LUCELIA;TERÇA-FEIRA;17;quinta-feira;SEMANAL;610
DESTINO LOJA;Virtual;610 - LUCELIA;QUINTA-FEIRA;17;sábado;SEMANAL;610
DESTINO LOJA;Virtual;610 - LUCELIA;SÁBADO;13;terça-feira;SEMANAL;610
DESTINO LOJA;Virtual;612 - REGENTE FEIJO;SEGUNDA-FEIRA;0;terça-feira;SEMANAL;612
DESTINO LOJA;Virtual;612 - REGENTE FEIJO;TERÇA-FEIRA;20;quinta-feira;SEMANAL;612
DESTINO LOJA;Virtual;612 - REGENTE FEIJO;QUINTA-FEIRA;20;sábado;SEMANAL;612
DESTINO LOJA;Virtual;613 - MIRANDOPOLIS;SEGUNDA-FEIRA;17;terça-feira;SEMANAL;613
DESTINO LOJA;Virtual;613 - MIRANDOPOLIS;QUARTA-FEIRA;17;quinta-feira;SEMANAL;613
DESTINO LOJA;Virtual;613 - MIRANDOPOLIS;SEXTA-FEIRA;17;sábado;SEMANAL;613
DESTINO LOJA;Virtual;615 - ADAMANTINA;TERÇA-FEIRA;17;quinta-feira;SEMANAL;615
DESTINO LOJA;Virtual;615 - ADAMANTINA;QUINTA-FEIRA;17;sábado;SEMANAL;615
DESTINO LOJA;Virtual;615 - ADAMANTINA;SÁBADO;13;terça-feira;SEMANAL;615
DESTINO LOJA;Virtual;638 - PIRAPOZINHO;SEGUNDA-FEIRA;20;quarta-feira;SEMANAL;638
DESTINO LOJA;Virtual;638 - PIRAPOZINHO;QUARTA-FEIRA;20;sexta-feira;SEMANAL;638
DESTINO LOJA;Virtual;638 - PIRAPOZINHO;SEXTA-FEIRA;20;segunda-feira;SEMANAL;638
DESTINO LOJA;Virtual;643 - ASTORGA;SEGUNDA-FEIRA;0;segunda-feira;SEMANAL;643
DESTINO LOJA;Virtual;643 - ASTORGA;QUINTA-FEIRA;0;quinta-feira;SEMANAL;643
DESTINO LOJA;Virtual;664 - CANDIDO MOTA;TERÇA-FEIRA;18;quarta-feira;SEMANAL;664
DESTINO LOJA;Virtual;664 - CANDIDO MOTA;QUINTA-FEIRA;18;sexta-feira;SEMANAL;664
DESTINO LOJA;Virtual;664 - CANDIDO MOTA;SÁBADO;16;segunda-feira;SEMANAL;664
DESTINO LOJA;Virtual;666 - SANTA TEREZINHA DE ITAIPU;TERÇA-FEIRA;13;quinta-feira;SEMANAL;666
DESTINO LOJA;Virtual;666 - SANTA TEREZINHA DE ITAIPU;QUINTA-FEIRA;13;sábado;SEMANAL;666
DESTINO LOJA;Virtual;666 - SANTA TEREZINHA DE ITAIPU;SÁBADO;13;terça-feira;SEMANAL;666
DESTINO LOJA;Virtual;667 - SAO MIGUEL DO IGUACU;TERÇA-FEIRA;10;quinta-feira;SEMANAL;667
DESTINO LOJA;Virtual;667 - SAO MIGUEL DO IGUACU;QUINTA-FEIRA;10;sábado;SEMANAL;667
DESTINO LOJA;Virtual;667 - SAO MIGUEL DO IGUACU;SÁBADO;13;terça-feira;SEMANAL;667
DESTINO LOJA;Virtual;668 - ARAPOTI;QUARTA-FEIRA;15;sexta-feira;SEMANAL;668
DESTINO LOJA;Virtual;668 - ARAPOTI;SEXTA-FEIRA;15;segunda-feira;SEMANAL;668
DESTINO LOJA;Virtual;670 - GOIOERE;SEGUNDA-FEIRA;17;quarta-feira;SEMANAL;670
DESTINO LOJA;Virtual;670 - GOIOERE;QUARTA-FEIRA;17;sexta-feira;SEMANAL;670
DESTINO LOJA;Virtual;670 - GOIOERE;SEXTA-FEIRA;17;segunda-feira;SEMANAL;670
DESTINO LOJA;Virtual;673 - GUAIRA;SEGUNDA-FEIRA;9;quarta-feira;SEMANAL;673
DESTINO LOJA;Virtual;673 - GUAIRA;QUARTA-FEIRA;9;sexta-feira;SEMANAL;673
DESTINO LOJA;Virtual;673 - GUAIRA;SEXTA-FEIRA;9;segunda-feira;SEMANAL;673
DESTINO LOJA;Virtual;674 - SANTA HELENA;SEGUNDA-FEIRA;12;quarta-feira;SEMANAL;674
DESTINO LOJA;Virtual;674 - SANTA HELENA;QUARTA-FEIRA;12;sexta-feira;SEMANAL;674
DESTINO LOJA;Virtual;674 - SANTA HELENA;SEXTA-FEIRA;12;segunda-feira;SEMANAL;674
DESTINO LOJA;Virtual;675 - PALOTINA;SEGUNDA-FEIRA;9;terça-feira;SEMANAL;675
DESTINO LOJA;Virtual;675 - PALOTINA;QUARTA-FEIRA;9;quinta-feira;SEMANAL;675
DESTINO LOJA;Virtual;675 - PALOTINA;SEXTA-FEIRA;9;sábado;SEMANAL;675
DESTINO LOJA;Virtual;676 - NOVA ESPERANCA;SEGUNDA-FEIRA;0;terça-feira;SEMANAL;676
DESTINO LOJA;Virtual;676 - NOVA ESPERANCA;QUARTA-FEIRA;0;quinta-feira;SEMANAL;676
DESTINO LOJA;Virtual;676 - NOVA ESPERANCA;SEXTA-FEIRA;0;sábado;SEMANAL;676
